sort_order,code,name,school,department,level,examino,didactivities_name1,didactivities_hours1,didactivities_ects1,didactivities_name2,didactivities_hours2,didactivities_ects2,type,prereq,prereq_knowledge,lang,erasmus,website,learn_objectives,skills,subject1,subject2,subject3,teaching_way,techs_used,task1,hours1,task2,hours2,task3,hours3,task4,hours4,task5,hours5,hours_sum,grading,refs_books,refs_more_title,refs_more,to_be_updated_by
85,ΔΟΜ034,Bioclimatic Architectural Design,Engineering,Civil Engineering,Undergraduate,9th,,4,5,,,,Specialization Course,,,Greek,No,https://elearning.cm.ihu.gr/,"Upon successful completion of the course, each student is expected to be able to:
• Understand the basic concepts and strategies of energy-efficient design for buildings and describe relevant topics using the corresponding terminology.
• Distinguish, comprehend, and apply the principles of bioclimatic architecture and the fundamental design methodologies for passive buildings.
• Analyze the characteristics of a conventional building with the aim of its upgrading, evaluate options for integrating passive systems into it, such as: interventions in the building envelope (insulation, openings, roof), transformations of the layout, adoption of sustainable materials, environmental interventions. Propose smaller or larger-scale interventions in a well-documented way, towards upgrading.
• Create and compose, from the initial stage to a design level of scales 1:100-1:50, a small-scale building (residence) using the tools, techniques, and methods of energy-efficient design for buildings, while considering the surrounding area of the building as well.
Prerequisites for the course include knowledge of design principles (Drawing and Computer Aided Design (CAD)) and minimum prior experience in architectural design (covered by the Department's Curriculum).","The course contributes to the following skills:
_Search for, analysis and synthesis of data and information, with the use of the necessary technology 
_Adapting to new situations 
_Decision-making 
_Working independently 
_Team work
_Working in an interdisciplinary environment 
_Project planning and management
_Respect for the natural environment
_Criticism and self-criticism
_Production of free, creative and inductive thinking","The course introduces students to energy-efficient design for buildings, with an emphasis on the ‘passive building’ and the implementation of soft technology applications within the context of sustainability for contemporary building constructions. The aim is for students to acquire knowledge on the basic theory of bioclimatic architectural design and the upgrading of conventional buildings, thus gradually become capable of designing bioclimatic building structures themselves using all the design methodology provided. Additionally, be able to make corrective interventions (upgrades) to existing buildings towards the same direction (low environmental impact, resource efficiency, sustainability). The course includes theoretical lectures and exercises (practice), short or extensive assignments that promote creative thinking (analysis & synthesis) as well as design projects; all fostering active student participation in the course.",,,Face to face,"Powerpoint presentations, e-learning platform for educational material",Lectures,,Practice/exercises,,Project(s),38,Individual study,40,,,130,"The final evaluation is composed of marks collected from different parts of the teaching process, as follows:
Α. Written examination (theory part, end of semester): 50% of the final grade
Β. Examination by design (design part, end of semester): 20% of the final grade
C. Quality of exercises, assignments and design projects developed during the semester & participation in the course procedures (i.e. oral participation, meeting deadlines for handing in work): 30% of the final grade.
The evaluation criteria are listed in the introductory handout of the course, which is posted on the e-learning platform in the beginning of the semester and is also distributed and presented to the students during the 1st class meeting.
","_Andreadaki – Chronaki, Eleni, 2017. Bioclimatic Design: Climate Change – Environment – Sustainability (2nd edition). Thessaloniki: University Studio Press Editions [in Greek].
_Papadopoulos, Michalis & Axarli, Cleo, 2015. Building Physics and Passive Solar Energy Building Systems. Thessaloniki: Kyriakidis Editions [in Greek].
_Papamanolis, Nikolaos, 2015. Building physics and principles of buildings environmental design. [e-book] Athens: Association of Greek Academic Libraries (Kallipos). Available at: http://hdl.handle.net/11419/5407 [in Greek]. ",,,ΔΑΝΙΗΛ
86,ΔΟΜ035,"Building Documentation, Rehabilitation and Reuse.",Engineering,Civil Engineering,Undergraduate,9th,,4,5,,,,Specialization Course,,,Greek,No,https://elearning.cm.ihu.gr/,"Upon completing this course students should be able to describe main contemporary trends concerning the restoration and reuse of buildings, to recognize and analyze past construction activities, to select and implement, based on evidence, the optimal methodology for building and architectural documentation, manage a range of theories and methods for the documentation, pathology and representation of the original form, to be capable of applying (creating, designing) these representations in an evidenced and scientifically sound manner, to evaluate on-site studies, as well as documentation and pathology representations, with the aim of selecting and proposing evidence-based reuse solutions that are compatible with the identity and history of the building and the unique features of the surrounding area, to prepare all required technical reports and presentations, to collaborate and contribute as a member of multidisciplinary team in the preparation of comprehensive reports and presentations on the documentation, restoration, and reuse of buildings","The course contributes to the following skills:
- Search for, analysis and synthesis of data and information, with the use of the necessary technology 
- Adapting to new situations 
- Decision-making 
- Working independently 
- Team work
- Working in an interdisciplinary environment 
- Project planning and management 
- Respect for the natural environment 
- Criticism and self-criticism 
- Production of free, creative and inductive thinking
","This is an introductory course on current theories and methods for studying historical buildings and architectural complexes, with the aim of developing critical thinking in decision-making regarding their management. Special emphasis is given to the method of Architectural Documentation as a means of recording and documenting existing structures for restoration and reuse purposes.
Lectures: Main concepts, definitions, terminology, general principles, legislation, scientific ethics regarding interventions in preserved and non-preserved structures, the concept and significance of monuments and their surrounding environment, contemporary perspectives and examples of interventions in buildings with heritage value. Focus on implemented studies of restoration and reuse of buildings and architectural complexes.
Project: Theories and methods for approaching buildings and architectural complexes requiring documentation and restoration. Analysis of information retrieval methods through literature and on-site research. Architectural documentation methodologies depending on the object of study. Field exercise applying the aforementioned recording and documentation methodologies for buildings. Creation of pathology, typology, phase analysis and drawings of the buildings. Evaluation of information and drawings for the restoration of the buildings. Proposals for reuse in line with contemporary restoration theories.",,,Face to face,"Powerpoint presentations, CAD software (AutoCAD), e-learning platform for educational material",Lectures,,Practice/exercises,,Project(s),,Individual study,,,,130,"- Final written examination on theory (50%)
- Design examination (20%)
- Project (assignments) (30%) 
","[In Greek]. Καραδέδος, Γ., Ιστορία και Θεωρία της Αποκατάστασης, Θεσσαλονίκη 2009.
[In Greek]. Νομικός, Μ., Αποκατάσταση - Επανάχρηση Ιστορικών Κτιρίων και Συνόλων, Θεσσαλονίκη, 1997.
[In Greek]. Καραμάνου, Ζ., Αποκατάσταση Επανάχρηση Κτιρίων και Συνόλων. Αναβάθμιση Προβληματικών Οικιστικών Περιοχών, Θεσσαλονίκη 1997",,,ΒΛΑΧΟΝΑΣΙΟΥ
87,ΔΟΜ036,Composite Constructions,Engineering,Civil Engineering,Undergraduate,9th,,4,5,,,,Specialization Course,,,Greek,Yes,,"Upon successful completion of the course, students will be able to:
- Understand the behavior of composite structures.
- Be familiar with the behavior of elements and members made of different structural materials.
- Calculate the combined ultimate limit state of steel and concrete in composite structures.
- Design 3 dimensional composite structures
- Distinguish between analysis methods and construction stages of composite structures.
- Calculate, check and dimension beams, slabs and columns of composite structures according to
Eurocode 4","- Search for, analysis and synthesis of data and information, with the use of the necessary technology 
- Adapting to new situations 
- Decision-making 
- Working independently 
- Team work
- Working in an interdisciplinary environment 
- Project planning and management 
- Criticism and self-criticism 
- Production of free, creative and inductive thinking","• Formation of buildings with mixed structural elements, operating principles of elements made from different materials: structural steel - reinforced concrete. 
 • Specifications of construction materials according to Eurocode 4.
 • Composite beams: Determination of inertia magnitudes, analysis methods for ultimate limit states of failure and serviceability.
 • Composite slabs: Analysis and dimensioning. Construction details.
 • Composite columns. Types, determination of inertia magnitudes, plastic intensity magnitudes, interaction of moments - axial forces, bending checks, construction details.
 • Behaviour of composite structural elements against fire.",,,Face to face,,Lectures,52,Individual study,78,,,,,,,130,"1. Assignment of tasks aimed at exploring the understanding of the concepts taught.
2. Final written exam at the end of the semester (in Greek).
3. Each student is given the opportunity to review their written exam and have their mistakes analyzed.","Vagias I., Composite Structures from Steel and Reinforced Concrete, 3rd ed., Kleidarithmos publ., 2010 (in Greek)",,,Παναγόπουλος
88,ΓΕΩ013,Geotechnical Earthquake Engineering,Engineering,Civil Engineering,Undergraduate,9th,,4,5,,,,Specialization Course,,,Greek,No,,"Upon successful completion of the course, the student will be able to:
 • Recognize, understand and evaluate the basic soil and structural parameters related to the seismic behavior of geotechnical constructions.
 • Distinguish and comprehend various cases of seismic loading of geotechnical structures and calculate the respective stress and internal loading parameters.
 • Study shallow foundations, pile foundations and retaining structures under seismic loading based on the existing code regulations.
 • Synthesize solutions based on the knowledge acquired during the lessons, evaluate the requirements of the problem at hand, justify and support the proposed solutions and compare and choose the most appropriate approach between different alternatives.","The course contributes to the following skills:
 • Search, analysis and synthesis of data and information, with the use of the necessary technology 
 • Decision-making
 • Working independently 
 • Team work
 • Working in an interdisciplinary environment 
 • Project planning","Study, analysis and design of geotechnical structures under seismic loading. Topics related to the seismic loading of soil, shallow foundations, pile foundations, retaining structures and other geotechnical constructions are examined, based on literature methods and the existing code regulations.
 
 Content of theory lectures and application exercises:
 • Soil characteristics and parameters during the soil dynamic response (based on experimental data, literature relationships and code provisions).
 • Review of technical seismology and soil dynamics topics.
 • Seismic design of shallow foundations.
 • Seismic design of deep foundations (pile foundations).
 • Seismic design of retaining structures.
 • Seismic design of other geotechnical constructions (slopes, underground structures).
 • Special cases of seismic soil loading - liquefaction.",,,Face to face,"Lecture presentations using computer and projector, in person or by teleconference (remotely) if required.
Support of the learning process through the e-learning platform and electronic communication with students (online announcements and comments, e-mail, announcements on the Department's website etc.). If required, support of students by using teleconference tools and software. 
",Lectures,26,Practice/exercises,26,Practice/exercises,30,Individual study,48,,,130,"Written final examination including:
• Theoretical knowledge and judgment questions on course subjects
• Solving problems-exercises
Written assignment (compulsory) which includes:
• Processing and solving exercises-problems
• Assessment of understanding key concepts of the course","•	[In Greek] Πιτιλάκης Κ. (2010), ""Γεωτεχνική Σεισμική Μηχανική"", Εκδόσεις ΖΗΤΗ, Θεσσαλονίκη, ISBN: 978-960-456-226-8
•	Kramer S.L. (1996), ""Geotechnical Earthquake Engineering"", Prentice-Hall, ISBN: 978- 0133749434
•	[In Greek] Γκαζέτας Γ. (1996), ""Εδαφοδυναμική και σεισμική μηχανική"", Εκδόσεις Συμεών, ISBN: 978- 960-7346-44-0
•	[In Greek] Αναγνωστόπουλος Χ., Χατζηγώγος Θ., Αναστασιάδης Α., Πιτιλάκης Δ. (2012), ""Θεμελιώσεις- Αντιστηρίξεις και Γεωτεχνικά Έργα"", Εκδόσεις Αϊβάζης, Θεσσαλονίκη, ISBN: 978-960-549- 000-3
•	[In Greek] Γεωργιάδης Κ., Γεωργιάδης Μ. (2009), ""Στοιχεία Εδαφομηχανικής"", Εκδόσεις ΖΗΤΗ, Θεσσαλονίκη, ISBN: 978-960-456-157-5
•	[In Greek] Κωμοδρόμος Α.Μ. (2019),""Θεμελιώσεις, Αντιστηρίξεις: οριακή ισορροπία – αριθμητικές μέθοδοι (2η έκδοση)"", Εκδόσεις Κλειδάριθμος, ISBN: 978-960-461-952-8
•	[In Greek] Barnes G.E. (2014), ""Εδαφομηχανική: Αρχές και Εφαρμογές (3η έκδοση)"", Εκδόσεις Κλειδάριθμος, Αθήνα, ISBN: 978-960-461-578-0",,,ΚΙΡΤΑΣ + ΔΑΝΙΗΛ
89,ΓΕΩ014,Geotechnical Failures and Soil Improvement Methods,Engineering,Civil Engineering,Undergraduate,9th,,4,5,,,,Specialization Course,,,Greek,No,,"Upon successful completion of the course, the student will be able to:
 • Recognize, understand and describe the basic forms of geotechnical failures and their causes.
 • Identify and comprehend the physical and mechanical geotechnical parameters associated with potential failure and requiring improvement.
 • Distinguish and evaluate the mechanism of the resulting improvement for each soil strengthening method quantitatively assess the achieved improvement.
 • Design and/or synthesize solutions based on the knowledge acquired during the lessons, and evaluate the particular requirements of the problem at hand, in order to achieve the optimal result of soil improvement.","The course contributes to the following skills:
 • Search, analysis and synthesis of data and information, with the use of the necessary technology 
 • Decision-making
 • Working independently 
 • Team work
 • Working in an interdisciplinary environment 
 • Project planning","Study, analysis and design of measures for improving soils at risk of geotechnical failures. Issues related to soil failures (exceeding bearing capacity and/or settlements, liquefaction, etc.), slopes, underground structures, etc. are examined.
 
 Content of theory lectures and application exercises:
 • Basic characteristics and mechanical strength parameters of the soil.
 • Presentation of basic types of geotechnical failures. Study of related soil properties, loading characteristics and causes leading to failure.
 • Methods of improvement and strengthening soils under various risks (exceeding bearing capacity, exceeding settlements, soil liquefaction, landslides, slope failure, hydraulic excavation, etc.). Design, process, review of geotechnical parameters that are improved by each method.
 • Detailed presentation and study of selected soil improvement methods based on literature methods and code provisions (soil compaction, soil replacement, soil reinforcement with grouting, micropiles, reinforced earth, geotextiles, soil preloading, drainage methods, gravel piles, etc.). Correlation with actual geotechnical failure cases addressed by each proposed improvement method.
 • Monitoring the behavior of improved soils.",,,Face to face,"Lecture presentations using computer and projector, in person or by teleconference (remotely) if required.
Support of the learning process through the e-learning platform and electronic communication with students (online announcements and comments, e-mail, announcements on the Department's website etc.). If required, support of students by using teleconference tools and software. 
",Lectures,26,Practice/exercises,26,Practice/exercises,30,Individual study,48,,,130,"Written final examination including:
• Theoretical knowledge and judgment questions on course subjects
• Solving problems-exercises
Written assignment (compulsory) which includes:
• Processing and solving exercises-problems
• Assessment of understanding key concepts of the course","•	[In Greek] Κωστόπουλος Σ.Δ. (2008), ""Γεωτεχνικές Κατασκευές ΙΙ"", Εκδόσεις Ίων, ISBN: 978-960-411- 657-7
•	[In Greek] Ρόζος Δ. (2008), "" Βελτίωση γεωτεχνικής συμπεριφοράς γεωλογικών σχηματισμών"", Ηλεκτρονικό σύγγραμμα (διάθεση δωρεάν)
•	[In Greek] Χριστούλας Στ. (1998), ""Επιλογές Εφαρμοσμένης Γεωτεχνικής Μηχανικής"", Εκδόσεις Συμεών, ISBN: 978-960-7888-11-1
•	[In Greek] Barnes G.E. (2014), ""Εδαφομηχανική: Αρχές και Εφαρμογές (3η έκδοση)"", Εκδόσεις Κλειδάριθμος, Αθήνα, ISBN: 978-960-461-578-0",,,ΚΙΡΤΑΣ + ΔΑΝΙΗΛ
90,ΓΕΩ015,Computational Geotechnical Engineering,Engineering,Civil Engineering,Undergraduate,9th,,4,5,,,,Specialization Course,,,Greek,No,,"Upon successful completion of the course, the student will be able to:
 • Recognize and understand the use of numerical methods and computer software in the study of the behavior of geotechnical structures.
 • Distinguish and evaluate the basic parameters that govern the problem at hand and understand how to simulate them using specialized software.
 • Study simple cases of geotechnical structures using specialized computer software.
 • Evaluate the analysis results.","The course contributes to the following skills:
 • Search, analysis and synthesis of data and information, with the use of the necessary technology 
 • Decision-making
 • Working independently 
 • Team work
 • Working in an interdisciplinary environment 
 • Project planning","The study of soil behavior and geotechnical structures using computer aided analysis. Specialized computer software (free and academic use) is presented for the analysis and computation of foundations, retaining walls, slopes, etc. The determination of the internal forces/stresses, the calculation of loading and the simulation of each examined case study in the provided software are also part of the course.",,,Face to face,"Lecture presentations using computer and projector, in person or by teleconference (remotely) if required.
Support of the learning process through the e-learning platform and electronic communication with students (online announcements and comments, e-mail, announcements on the Department's website etc.). If required, support of students by using teleconference tools and software. 
",Lectures,26,Practice/exercises,26,Practice/exercises,30,Individual study,48,,,130,"Written final examination including:
• Theoretical knowledge and judgment questions on course subjects
• Solving problems-exercises using specialized software
Written assignment (compulsory) which includes:
• Processing and solving exercises-problems using specialized software
• Assessment of understanding key concepts of the course","•	[In Greek] Κωμοδρόμος Α.Μ. (2008), ""Υπολογιστική Γεωτεχνική Μηχανική: Αλληλεπίδραση Εδάφους- Κατασκευών"", Εκδόσεις Κλειδάριθμος, ISBN: 978-960-461-201-7",,,ΚΙΡΤΑΣ + ΔΑΝΙΗΛ
91,ΓΕΩ016,Dams and Earth Structures,Engineering,Civil Engineering,Undergraduate,9th,,4,5,,,,Specialization Course,,,Greek,No,,"Upon successful completion of the course, the student will be able to:
 • Recognize and understand the different types of dams and appreciate the importance of the required accompanying constructions.
 • Evaluate the basic physical and mechanical parameters of soil materials and select those suitable for the construction of dams and related earth structures.
 • Distinguish and evaluate the possible causes of failure in earth dams and propose solutions based on the knowledge acquired during the lectures.
 • Conduct basic stability checks for the dam construction.
 • Prescribe the fundamental parameters of the accompanying constructions for the proper operation of a dam.
 • Propose an appropriate monitoring plan for assessing the dam behavior and evaluate the respective results.","The course contributes to the following skills:
 • Search, analysis and synthesis of data and information, with the use of the necessary technology 
 • Decision-making
 • Working independently 
 • Team work
 • Working in an interdisciplinary environment 
 • Project planning","Study of various types of dams and accompanying soil constructions (e.g. slopes) based on the respective code provisions. Development of topics such as underground water flow, soil permeability, excavation problems and their mitigation.
 
 Content of theory lectures and exercises:
 • Introduction to the subject - necessity of dams and earthworks.
 • Presentation of different types of dams and accompanying structures - basic principles of earth dam construction - physical characteristics of utilized soil materials.
 • Soil permeability, groundwater flow, water flow networks.
 • Study of earth dams and accompanying structures based on literature and code provisions.
 • Problems and causes of failure in earth dams and their mitigation – presentation of historic cases. Monitoring the dam behavior with instrumentation.",,,Face to face,"Lecture presentations using computer and projector, in person or by teleconference (remotely) if required.
Support of the learning process through the e-learning platform and electronic communication with students (online announcements and comments, e-mail, announcements on the Department's website etc.). If required, support of students by using teleconference tools and software. 
",Lectures,26,Practice/exercises,26,Practice/exercises,30,Individual study,48,,,130,"Written final examination including:
• Theoretical knowledge and judgment questions on course subjects
• Solving problems-exercises
Written assignment (compulsory) which includes:
• Processing and solving exercises-problems
• Assessment of understanding key concepts of the course","•	[In Greek] Σαχπάζης Κ. (2018), ""Γεωτεχνική Μηχανική των Φραγμάτων"", Εκδόσεις Τσαπραΐλη Χρυσάνθη, ISBN: 978-618-83547-0-8
•	[In Greek] Τσόγκας Χ.Ε. (2018), ""Υδροδυναμικά Έργα"", Εκδόσεις ΖΗΤΗ, ISBN: 978-960-456-509-2
•	[In Greek] Μαραγκός Δ. (2000), ""Τεχνικά Έργα Υποδομής (2η έκδοση)"", Εκδόσεις Νικόλαος Μαραγκός, ISBN: 960-7834-00-3",,,ΚΙΡΤΑΣ + ΔΑΝΙΗΛ
92,ΓΕΩ017,Soil – Structure Interaction,Engineering,Civil Engineering,Undergraduate,9th,,4,5,,,,Specialization Course,,,Greek,No,,"Upon successful completion of the course, the student will be able to:
 • Recognize and understand the concepts related to the phenomenon of soil - foundation - structure interaction.
 • Distinguish and evaluate the basic key parameters and soil and structural behavior that influence the interaction phenomenon.
 • Comprehend the effects of interaction on the structural behavior and dynamic response.
 • Study the influence of interaction in simple cases of foundations or in complex soil-structure systems using specialized software.","The course contributes to the following skills:
 • Search, analysis and synthesis of data and information, with the use of the necessary technology 
 • Decision-making
 • Working independently 
 • Team work
 • Working in an interdisciplinary environment 
 • Project planning","Soil-foundation-structure interaction in above-ground and underground constructions. Concept of interaction under static and dynamic loading and examination of the phenomenon and effects of interaction in shallow foundations, embedded foundations, pile foundations and underground structures, based on state-of-the-art literature approaches and code provisions.
 
 Content of theory lectures and application exercises:
 • Introduction to soil – foundation – structure interaction. Case studies and examples.
 • Soil and structural parameters affecting interaction under static and dynamic response.
 • Foundation on compliant ground conditions - Winkler method.
 • Pile-soil interaction under axial and lateral loading.
 • Soil-structure interaction in underground constructions.
 • Dynamic soil-foundation-structure interaction.
 • Code provision related to the study interaction phenomena.
 • Historical examples.
 • Use of specialized software to employ for the simulation of interaction problems.",,,Face to face,"Lecture presentations using computer and projector, in person or by teleconference (remotely) if required.
Support of the learning process through the e-learning platform and electronic communication with students (online announcements and comments, e-mail, announcements on the Department's website etc.). If required, support of students by using teleconference tools and software. 
",Lectures,26,Practice/exercises,26,Practice/exercises,30,Individual study,48,,,130,"Written final examination including:
• Theoretical knowledge and judgment questions on course subjects
• Solving problems-exercises
Written assignment (compulsory) which includes:
• Processing and solving exercises-problems
• Assessment of understanding key concepts of the course","•	[In Greek] Κωμοδρόμος Α.Μ. (2008), ""Υπολογιστική Γεωτεχνική Μηχανική: Αλληλεπίδραση Εδάφους- Κατασκευών"", Εκδόσεις Κλειδάριθμος, ISBN: 978-960-461-201-7
•	[In Greek] Γκαζέτας Γ., Αναστασόπουλος Ι, Γαρίνη Ε., Γερόλυμος Ν. (2016), ""Αλληλεπίδραση Εδάφους- Θεμελίου-Κατασκευής (2η έκδοση)"", Εκδόσεις Τσότρας, ISBN: 978-618-5066-68-0
•	Wolf J.P. (1986), ""Dynamic Soil-Structure Interaction"", Prentice-Hall, ISBN: 0132215659.",,,ΚΙΡΤΑΣ + ΔΑΝΙΗΛ
93,ΣΥΓ016,Design and Operation of Railway Transport Systems,Engineering,Civil Engineering,Undergraduate,9th,,4,5,,,,Specialization Course,,,Greek,No,,"Upon completing the course students should be able to collect data to design a railway transport system as well to define the level of service and safety provided and record the needs of an existing one
• To combine the previous data in order to define the parameters for the design or improvement of a railway transport system
• To implement the knowledge and data in order to calculate and design a new railway transport system and its components, to monitor, predict and manage the demand of an existing one 
• To analyze components and operations that compose a railway transport system, clarify and classify them in terms of cost, quality and functional criteria.","The course contributes to the following skills:
_Search for, analysis and synthesis of data and information, with the use of the necessary technology 
_Adapting to new situations 
_Decision-making
_Project planning and management 
_Respect for the natural environment.","Railway and its capabilities, the railway transport system and its historical evolution 
• Power vehicles, diesel and electric traction, 
• Wheel rail interaction 
• Railway track elements
• Railway track infrastructure
• Railway track design
• Railway technical projects, railway tunnels, railway bridges, embankments, trenches, drainage, noise barriers and fences
• Railway facilities, traffic signaling, railway electrification system, railway level crossings, railway lines, switches and crossings
• Rolling stock, design, construction and operation of rolling stock, derailment of railway vehicles
• High-speed trains, tilting trains, urban and suburban railway systems, rack railway
• Elements of technical railway operators, train traffic management and traffic capacity 
• Elements of commercial rail operators, railway stations, organization and management of passenger and freight rail transport, mixed train traffic control and the effects in the design and operation of railway transport systems
• Railway safety, European policy in rail transport, interoperability technical specifications. 
",,,Face to face,"Powerpoint presentations, e-learning platform for educational material",Lectures,52,Individual study,78,,,,,,,130,"Final written exam (100%) which includes:
- Open ended questions 
- Problem solving questions (exercises)

The evaluation criteria are presented in the 1st lecture of the semester to all students. Furthermore, each student can see his graded exam/ written assignment paper and talk on the analysis of his written performance with the professor.","• Giannakos, K.S. (2002). Actions on the Railway. Papazisis Editions, ISBN: 978-960-02-1566-3 [in Greek]. 
• Limperis, K. (2011). Railway Theory and Applications. Simmetria Editions, ISBN: 978-960-266-332-5 [in Greek]. 
• Matsoukis E-G (2008). Transportations Design and the Railway Sciense Elements. Simmetria Editions, ISBN 978-960-266-230-4 [in Greek]. 
• Profillidis, V. (2016). The Railway Science. Giahoudis Editions, ISBN 978-618-5092-22- 1 [in Greek]. 
• Pirgidis, Ch. (2009). Railway Transport Systems. Ziti Pelagia Editions, ISBN: 978-960-456-155-1 [in Greek]. 
• Marks-Fahrmann, U., Restetzki, K., Biehounek, A., Hegger, A. (2018). Railway Technology. Ion Editions, ISBN: 978-960-508-279-6 [in Greek].
",,,ΓΑΛΑΝΗΣ - ΔΑΝΙΗΛ - ΒΛΑΧΟΝΑΣΙΟΥ
94,ΣΥΓ018,Design and Operation of Sea Transport Systems,Engineering,Civil Engineering,Undergraduate,9th,,4,5,,,,Specialization Course,,,Greek,No,,"Upon completing the course students should be able to recognize the basic principles and specifications for the design, organization and operation of sea transport systems 
• To acquire knowledge for the strategic and operational design of sea ports, combined transport and multimodal transport chain, as well as new technologies and intelligent systems in shipping and maritime transport
• To acquire the ability to identify, analyze and interpret the necessary National, European and International legal framework.","The course contributes to the following skills:
_Search for, analysis and synthesis of data and information, with the use of the necessary technology 
_Adapting to new situations 
_Decision-making
_Project planning and management 
_Respect for the natural environment.","Introduction to maritime systems
• European policy on maritime transport
• Maritime systems and technical terminology
• Cargo and sea transport mode
• Port organization characteristics: evolution and emerging trends
• Demand and supply for shipping services
• Port throughput, performance indicators and fares
• Feasibility studies in maritime systems
• Organization and management of ports and port facilities
• Quality and safety management in maritime transport
• Combined transport and multimodal transport chain
• Short sea shipping and Motorways of the Sea
• New technologies and intelligent systems in shipping and maritime transport.",,,Face to face,"Powerpoint presentations, e-learning platform for educational material",Lectures,52,Individual study,78,,,,,,,130,"Final written exam (100%) which includes:
- Open ended questions 
- Problem solving questions (exercises)

The evaluation criteria are presented in the 1st lecture of the semester to all students. Furthermore, each student can see his graded exam/ written assignment paper and talk on the analysis of his written performance with the professor.","• Giannopoulos, G.A. (2005). Maritime Transport. Epikentro Editions. ISBN: 978-960- 6645-21-1 [in Greek].
• Kostagiolas, P., Chlomoudis, K. (2011). Quality and Safety Management in Maritime Transport. Papazisis Editions, ISBN: 978-960-02-2568-6 [in Greek].
• Pardali A. (2007). Ports economics and policies. Stamoulis Editions, ISBN: 978-960-351-689-7 [In Greek].
• Profillidis, V. (2016). Transport Economics. Papasotiriou Editions, ISBN: 978-960-491-100-4 [in Greek].
• Tsaltas, G. (2008). Environment and Maritime Transport. In search of a sustainable approach. ΑΝΔΡΕΑΣ ΣΙΔΕΡΗΣ-ΙΩΑΝΝΗΣ ΣΙΔΕΡΗΣ & ΣΙΑ Ο.Ε. Editions, ISBN: 978-960-08-0459-1 [in Greek]. 
• Lindgren, J. F., Brynolf, S., Wilewska-Bien, M., Andersson, K. (eds), (2016). Shipping and the Environment. Improving Environmental Performance in Marine Transportation. Springer Berlin, Heidelberg. ISBN 978-3-662-49043-3.
",,,ΓΑΛΑΝΗΣ - ΔΑΝΙΗΛ - ΒΛΑΧΟΝΑΣΙΟΥ
95,ΣΥΓ019,Design and Operation of Air Transport Systems,Engineering,Civil Engineering,Undergraduate,9th,,4,5,,,,Specialization Course,,,Greek,No,,"Upon completing the course students should be able to recognize the importance of air transport systems, national and international, as well as the procedures and systems necessary for their proper operation
• To recognize and implement principles of air transport systems design, and know the air and ground infrastructure of air transport systems
• To describe and implement elements of organization, management and administration of air transport systems
• To acquire the ability to identify, analyze and interpret the necessary National, European and International legal framework.  ","The course contributes to the following skills:
_Search for, analysis and synthesis of data and information, with the use of the necessary technology 
_Adapting to new situations 
_Decision-making
_Project planning and management 
_Respect for the natural environment.","Introduction to design and operation of air transport systems, 
• National and international air transport 
• Freedoms of the Air, monopoly and competition, liberalization, airline alliances and privatization
• Organization and administration of airline companies and airports, financial data
• Main elements for the study and the design of air transport systems
• Aircrafts and airports, Air Traffic Management
• Airports: passenger terminals, freight terminals, airport access and safety
• Helipads, Water airports. ",,,Face to face,"Powerpoint presentations, e-learning platform for educational material",Lectures,52,Individual study,78,,,,,,,130,"Final written exam (100%) which includes:
- Open ended questions 
- Problem solving questions (exercises)

The evaluation criteria are presented in the 1st lecture of the semester to all students. Furthermore, each student can see his graded exam/ written assignment paper and talk on the analysis of his written performance with the professor.","•	Matsoukis, E. (2011). Airports. Simmetria Editions, ISBN: 978-960-266-399-4 [in Greek]. 
•	Nikolaidis, Ath. F. (2017). Airports. Design and Construction. ΙΚΑΝΙΚ Ι.Κ.Ε. Editions ISBN: 978- 960-91849-6-0 [in Greek]. 
•	Profillidis, V. (2010). Air Transport and Airports. Papasotiriou Editions, ISBN: 978-960-7182-71-5 [In Greek].
•	Ashford N.J. (2011). Airport Engineering: Planning, Design, and Development of 21st Century Airports. Wiley, HEAL-Link Wiley ebooks, ISBN: 9780470950074.",,,ΓΑΛΑΝΗΣ - ΔΑΝΙΗΛ - ΒΛΑΧΟΝΑΣΙΟΥ
